code,label,description,distance,specific,values
Q98.2,"Klinefelter syndrome, male with 46,XX karyotype","Klinefelter’s syndrome, male with 46,XX karyotype",2,0," syndrome, male with 46,XX karyotype"
Q98.4,"Klinefelter syndrome, unspecified","Klinefelter’s syndrome, unspecified",2,0,Klinefelter
Q98.4,"Klinefelter syndrome, unspecified","Klinefelter’s syndrome, unspecified",2,1,’s
Q98.4,"Klinefelter syndrome, unspecified","Klinefelter’s syndrome, unspecified",2,0," syndrome, unspecified"
Q98.8,"Other specified sex chromosome abnormalities, male phenotype","Other specified sex chromosome abnormalities,male phenotype",1,0,"Other specified sex chromosome abnormalities,"
Q98.8,"Other specified sex chromosome abnormalities, male phenotype","Other specified sex chromosome abnormalities,male phenotype",1,-1, 
Q98.8,"Other specified sex chromosome abnormalities, male phenotype","Other specified sex chromosome abnormalities,male phenotype",1,0,male phenotype
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified","Sex chromosome abnormality, male phenotype,unspecified",1,0,"Sex chromosome abnormality, male phenotype,"
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified","Sex chromosome abnormality, male phenotype,unspecified",1,-1, 
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified","Sex chromosome abnormality, male phenotype,unspecified",1,0,unspecified
R04.9,"Haemorrhage from respiratory passages, unspecified","Haemorrhage from respiratory passages,unspecified",1,0,"Haemorrhage from respiratory passages,"
R04.9,"Haemorrhage from respiratory passages, unspecified","Haemorrhage from respiratory passages,unspecified",1,-1, 
R04.9,"Haemorrhage from respiratory passages, unspecified","Haemorrhage from respiratory passages,unspecified",1,0,unspecified
R25.1,"Tremor, unspecified",Tremor,13,0,Tremor
R25.1,"Tremor, unspecified",Tremor,13,-1,", unspecified"
R57.9,"Shock, unspecified","Shock, unspecifie",1,0,"Shock, unspecifie"
R57.9,"Shock, unspecified","Shock, unspecifie",1,-1,d
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,0,Systemic 
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,-1,I
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,1,i
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,0,nflammatory 
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,-1,R
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,1,r
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,0,esponse 
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,-1,S
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,1,s
R65.0,Systemic Inflammatory Response Syndrome of infectious origin without organ failure,Systemic inflammatory response syndrome of infectious origin without organ failure,3,0,yndrome of infectious origin without organ failure
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,0,Systemic 
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,-1,I
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,1,i
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,0,nflammatory 
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,-1,R
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,1,r
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,0,esponse 
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,-1,S
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,1,s
R65.1,Systemic Inflammatory Response Syndrome of infectious origin with organ failure,Systemic inflammatory response syndrome of infectious origin with organ failure,3,0,yndrome of infectious origin with organ failure
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,0,Systemic 
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,-1,I
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,1,i
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,0,nflammatory 
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,-1,R
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,1,r
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,0,esponse 
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,-1,S
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,1,s
R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,Systemic inflammatory response syndrome of non-infectious origin without organ failure,3,0,yndrome of non-infectious origin without organ failure
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,0,Systemic 
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,-1,I
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,1,i
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,0,nflammatory 
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,-1,R
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,1,r
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,0,esponse 
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,-1,S
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,1,s
R65.3,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure,Systemic inflammatory response syndrome of non-infectious origin with organ failure,3,0,yndrome of non-infectious origin with organ failure
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,0,Systemic 
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,-1,I
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,1,i
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,0,nflammatory 
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,-1,R
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,1,r
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,0,esponse 
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,-1,S
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,1,s
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,0,"yndrome,"
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,-1, 
R65.9,"Systemic Inflammatory Response Syndrome, unspecified","Systemic inflammatory response syndrome,unspecified",4,0,unspecified
R76.9,"Abnormal immunological finding in serum, unspecified","Abnormal immunological finding in serum,unspecified",1,0,"Abnormal immunological finding in serum,"
R76.9,"Abnormal immunological finding in serum, unspecified","Abnormal immunological finding in serum,unspecified",1,-1, 
R76.9,"Abnormal immunological finding in serum, unspecified","Abnormal immunological finding in serum,unspecified",1,0,unspecified
R93.3,Abnormal findings on diagnostic imaging of other parts of digestive tract,Abnormal findings on diagnostic imaging of othe parts of digestive tract,1,0,Abnormal findings on diagnostic imaging of othe
R93.3,Abnormal findings on diagnostic imaging of other parts of digestive tract,Abnormal findings on diagnostic imaging of othe parts of digestive tract,1,-1,r
R93.3,Abnormal findings on diagnostic imaging of other parts of digestive tract,Abnormal findings on diagnostic imaging of othe parts of digestive tract,1,0, parts of digestive tract
Y06.0,By spouse or partner,Neglect and abandonment By spouse or partner,24,1,Neglect and abandonment 
Y06.0,By spouse or partner,Neglect and abandonment By spouse or partner,24,0,By spouse or partner
Y06.1,By parent,Neglect and abandonment By parent,24,1,Neglect and abandonment 
Y06.1,By parent,Neglect and abandonment By parent,24,0,By parent
Y06.2,By acquaintance or friend,Neglect and abandonment By acquaintance or friend,24,1,Neglect and abandonment 
Y06.2,By acquaintance or friend,Neglect and abandonment By acquaintance or friend,24,0,By acquaintance or friend
Y06.8,By other specified persons,Neglect and abandonment By other specified persons,24,1,Neglect and abandonment 
