code,label,descruption,distance,specific,values 
Q,"Congenital malformation of digestive system, unspecified","Congenital malformation of digestive system,unspecified",1,-1, 
Q,"Congenital malformation of digestive system, unspecified","Congenital malformation of digestive system,unspecified",1,0,unspecified
Q,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix,unspecified",1,0,"Congenital malformation of uterus and cervix,"
Q,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix,unspecified",1,-1, 
Q,"Congenital malformation of uterus and cervix, unspecified","Congenital malformation of uterus and cervix,unspecified",1,0,unspecified
Q,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia,unspecified",1,0,"Congenital malformation of female genitalia,"
Q,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia,unspecified",1,-1, 
Q,"Congenital malformation of female genitalia, unspecified","Congenital malformation of female genitalia,unspecified",1,0,unspecified
Q,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens,epididymis, seminal vesicles and prostate",1,0,"Other congenital malformations of vas deferens,"
Q,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens,epididymis, seminal vesicles and prostate",1,-1, 
Q,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate","Other congenital malformations of vas deferens,epididymis, seminal vesicles and prostate",1,0,"epididymis, seminal vesicles and prostate"
Q,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ,unspecified",1,0,"Congenital malformation of male genital organ,"
Q,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ,unspecified",1,-1, 
Q,"Congenital malformation of male genital organ, unspecified","Congenital malformation of male genital organ,unspecified",1,0,unspecified
Q,Potter syndrome,Potter’s syndrome,2,0,Potter
Q,Potter syndrome,Potter’s syndrome,2,1,’s
Q,Potter syndrome,Potter’s syndrome,2,0, syndrome
Q,"Congenital malformation of urinary system, unspecified","Congenital malformation of urinary system,unspecified",1,0,"Congenital malformation of urinary system,"
Q,"Congenital malformation of urinary system, unspecified","Congenital malformation of urinary system,unspecified",1,-1, 
Q,"Congenital malformation of urinary system, unspecified","Congenital malformation of urinary system,unspecified",1,0,unspecified
Q,"Congenital bowing of long bones of leg, unspecified","Congenital bowing of long bones of leg,unspecified",1,0,"Congenital bowing of long bones of leg,"
Q,"Congenital bowing of long bones of leg, unspecified","Congenital bowing of long bones of leg,unspecified",1,-1, 
Q,"Congenital bowing of long bones of leg, unspecified","Congenital bowing of long bones of leg,unspecified",1,0,unspecified
Q,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,0,Other congenital malformations of upper limb
Q,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,-1,"(s), "
Q,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,1,","
Q,"Other congenital malformations of upper limb(s), including shoulder girdle","Other congenital malformations of upper limb,including shoulder girdle",4,0,including shoulder girdle
Q,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,0,Other congenital malformations of lower limb
Q,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,-1,"(s), "
Q,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,1,","
Q,"Other congenital malformations of lower limb(s), including pelvic girdle","Other congenital malformations of lower limb,including pelvic girdle",4,0,including pelvic girdle
Q,"Congenital malformation of skull and face bones, unspecified","Congenital malformation of skull and face bones,unspecified",1,0,"Congenital malformation of skull and face bones,"
Q,"Congenital malformation of skull and face bones, unspecified","Congenital malformation of skull and face bones,unspecified",1,-1, 
Q,"Congenital malformation of skull and face bones, unspecified","Congenital malformation of skull and face bones,unspecified",1,0,unspecified
Q,"Congenital malformation of bony thorax, unspecified","Congenital malformation of bony thorax,unspecified",1,0,"Congenital malformation of bony thorax,"
Q,"Congenital malformation of bony thorax, unspecified","Congenital malformation of bony thorax,unspecified",1,-1, 
Q,"Congenital malformation of bony thorax, unspecified","Congenital malformation of bony thorax,unspecified",1,0,unspecified
Q,Dystrophic dysplasia,Diastrophic dysplasia,2,0,D
Q,Dystrophic dysplasia,Diastrophic dysplasia,2,-1,y
Q,Dystrophic dysplasia,Diastrophic dysplasia,2,1,ia
Q,Dystrophic dysplasia,Diastrophic dysplasia,2,0,strophic dysplasia
Q,Epidermolysis bullosa letalis,Epidermolysis bullosa letallis,1,0,Epidermolysis bullosa letal
Q,Epidermolysis bullosa letalis,Epidermolysis bullosa letallis,1,1,l
Q,Epidermolysis bullosa letalis,Epidermolysis bullosa letallis,1,0,is
Q,"Congenital morphological disturbances of hair, not elsewhere classified","Congenital morphological disturbances of hair,not elsewhere classified",1,0,"Congenital morphological disturbances of hair,"
Q,"Congenital morphological disturbances of hair, not elsewhere classified","Congenital morphological disturbances of hair,not elsewhere classified",1,-1, 
Q,"Congenital morphological disturbances of hair, not elsewhere classified","Congenital morphological disturbances of hair,not elsewhere classified",1,0,not elsewhere classified
Q,"Congenital malformation of integument, unspecified",Congenital malformation of integument unspecified,1,0,Congenital malformation of integument
Q,"Congenital malformation of integument, unspecified",Congenital malformation of integument unspecified,1,-1,","
Q,"Congenital malformation of integument, unspecified",Congenital malformation of integument unspecified,1,0, unspecified
Q,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,0,Neurofibromatosis
Q,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,-1, 
Q,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,0,(
Q,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,1, 
Q,Neurofibromatosis (nonmalignant),Neurofibromatosis( nonmalignant),2,0,nonmalignant)
Q,Marfan syndrome,Marfan’s syndrome,2,0,Marfan
Q,Marfan syndrome,Marfan’s syndrome,2,1,’s
Q,Marfan syndrome,Marfan’s syndrome,2,0, syndrome
Q,"Down syndrome, unspecified","Down’s syndrome, unspecified",2,0,Down
Q,"Down syndrome, unspecified","Down’s syndrome, unspecified",2,1,’s
Q,"Down syndrome, unspecified","Down’s syndrome, unspecified",2,0," syndrome, unspecified"
Q,"Edwards syndrome, unspecified","Edward’s syndrome, unspecified",1,0,Edward
Q,"Edwards syndrome, unspecified","Edward’s syndrome, unspecified",1,1,’
Q,"Edwards syndrome, unspecified","Edward’s syndrome, unspecified",1,0,"s syndrome, unspecified"
Q,"Patau syndrome, unspecified","Patau’s syndrome, unspecified",2,0,Patau
Q,"Patau syndrome, unspecified","Patau’s syndrome, unspecified",2,1,’s
Q,"Patau syndrome, unspecified","Patau’s syndrome, unspecified",2,0," syndrome, unspecified"
Q,"Balanced rearrangement and structural marker, unspecified","Balanced rearrangement and structural marker,unspecified",1,0,"Balanced rearrangement and structural marker,"
Q,"Balanced rearrangement and structural marker, unspecified","Balanced rearrangement and structural marker,unspecified",1,-1, 
Q,"Balanced rearrangement and structural marker, unspecified","Balanced rearrangement and structural marker,unspecified",1,0,unspecified
Q,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)","Karyotype 46,X with abnormal sex chromosome,except iso (Xq)",1,0,"Karyotype 46,X with abnormal sex chromosome,"
Q,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)","Karyotype 46,X with abnormal sex chromosome,except iso (Xq)",1,-1, 
Q,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)","Karyotype 46,X with abnormal sex chromosome,except iso (Xq)",1,0,except iso (Xq)
Q,Other variants of Turner syndrome,Other variants of Turner’s syndrome,2,0,Other variants of Turner
Q,Other variants of Turner syndrome,Other variants of Turner’s syndrome,2,1,’s
Q,Other variants of Turner syndrome,Other variants of Turner’s syndrome,2,0, syndrome
Q,"Turner syndrome, unspecified","Turner’s syndrome, unspecified",2,0,Turner
Q,"Turner syndrome, unspecified","Turner’s syndrome, unspecified",2,1,’s
Q,"Turner syndrome, unspecified","Turner’s syndrome, unspecified",2,0," syndrome, unspecified"
Q,"Sex chromosome abnormality, female phenotype, unspecified","Sex chromosome abnormality, female phenotype,unspecified",1,0,"Sex chromosome abnormality, female phenotype,"
Q,"Sex chromosome abnormality, female phenotype, unspecified","Sex chromosome abnormality, female phenotype,unspecified",1,-1, 
Q,"Sex chromosome abnormality, female phenotype, unspecified","Sex chromosome abnormality, female phenotype,unspecified",1,0,unspecified
Q,"Klinefelter syndrome karyotype 47,XXY","Klinefelter’s syndrome karyotype 47,XXY",2,0,Klinefelter
Q,"Klinefelter syndrome karyotype 47,XXY","Klinefelter’s syndrome karyotype 47,XXY",2,1,’s
Q,"Klinefelter syndrome karyotype 47,XXY","Klinefelter’s syndrome karyotype 47,XXY",2,0," syndrome karyotype 47,XXY"
Q,"Klinefelter syndrome, male with more than two X chromosomes","Klinefelter’s syndrome, male with more than two X chromosomes",2,0,Klinefelter
Q,"Klinefelter syndrome, male with more than two X chromosomes","Klinefelter’s syndrome, male with more than two X chromosomes",2,1,’s
Q,"Klinefelter syndrome, male with more than two X chromosomes","Klinefelter’s syndrome, male with more than two X chromosomes",2,0," syndrome, male with more than two X chromosomes"
